Total Population,Female Population,Male Population,Employment in Industry(%),Employment in Agriculture(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Year,Country
326838199.0,164926348.0,161911851.0,19.56929,1.708719,3.9,20533057312000.0,1.83304971390592,290307000000.0,10318.041668669905,10.12,89.28966179332612,2018,USA
325122128.0,164151818.0,160970309.0,19.42705,1.768335,4.36,19477336549000.0,2.13501391311863,292949000000.0,10318.041668669905,9.92,89.28966179332612,2017,USA
323071755.0,163224028.0,159847727.0,19.47486,1.781334,4.87,18695110842000.0,-0.111701136066529,231944000000.0,10318.041668669905,9.46,89.28966179332612,2016,USA
320738994.0,162158414.0,158580581.0,19.55526,1.781391,5.28,18206020741000.0,3.21435123963356,220383000000.0,10318.041668669905,9.03,82.4278282452692,2015,USA
318386329.0,161084758.0,157301571.0,19.70807,1.661639,6.17,17550680174000.0,2.18230214623172,235226000000.0,12993.9655794706,9.22,83.0890424221381,2014,USA
316059947.0,160034189.0,156025758.0,19.68515,1.624083,7.37,16843190993000.0,0.577814877815001,230298000000.0,13004.0235689845,9.08,82.9405096870129,2013,USA
313877662.0,159064447.0,154813215.0,19.46611,1.692792,8.07,16253972230000.0,2.84103034296143,232757000000.0,12964.1879389302,8.73,83.4371776188128,2012,USA
311583481.0,158043988.0,153539494.0,19.44499,1.757615,8.95,15599728123000.0,1.44753427724325,237932000000.0,13245.8819278677,8.36,83.714052768764,2011,USA
309327143.0,156968302.0,152358841.0,19.37073,1.739215,9.63,15048964444000.0,3.87657007662565,205633000000.0,13394.9027551068,7.44,84.1505880660269,2010,USA
306771529.0,155660194.0,151111335.0,19.76049,1.626571,9.25,14478064934000.0,-2.04922519224581,150243000000.0,12913.7146883015,7.35,84.1542537153329,2009,USA
304093966.0,154289840.0,149804127.0,21.22202,1.61335,5.78,14769857911000.0,-4.03931972682018,145214000000.0,13663.4279681827,6.85,84.968221692611,2008,USA
301231207.0,152829130.0,148402076.0,21.88613,1.575148,4.62,14474226905000.0,-0.539327974656416,95664000000.0,13657.4528282523,6.3,85.614705182945,2007,USA
298379912.0,151383683.0,146996229.0,22.10181,1.66751,4.62,13815586948000.0,2.4921911279045,46460000000.0,13583.2669593387,6.4,85.626472526822,2006,USA
